"Dist Code","Year","State Code","State Name","Dist Name","RICE AREA (1000 ha)","RICE PRODUCTION (1000 tons)","RICE YIELD (Kg per ha)","WHEAT AREA (1000 ha)","WHEAT PRODUCTION (1000 tons)","WHEAT YIELD (Kg per ha)","MAIZE AREA (1000 ha)","MAIZE PRODUCTION (1000 tons)","MAIZE YIELD (Kg per ha)","CHICKPEA AREA (1000 ha)","CHICKPEA PRODUCTION (1000 tons)","CHICKPEA YIELD (Kg per ha)","MINOR PULSES AREA (1000 ha)","MINOR PULSES PRODUCTION (1000 tons)","MINOR PULSES YIELD (Kg per ha)","OILSEEDS AREA (1000 ha)","OILSEEDS PRODUCTION (1000 tons)","OILSEEDS YIELD (Kg per ha)","COTTON AREA (1000 ha)","COTTON PRODUCTION (1000 tons)","COTTON YIELD (Kg per ha)","FRUITS AND VEGETABLES AREA (1000 ha)"
"176","2006","9","Punjab","Patiala","316.18","1291.8","4085.65","334.45","1490.46","4456.45","6.27","16.58","2644.34","0.15","0.15","1000.0","0.5","0.6","1205.3","2.77","4.09","1478.62","1.0","0.53","530.0","16.05"
"176","2007","9","Punjab","Patiala","313.18","1345.41","4295.96","329.45","1558.83","4731.61","6.27","21.81","3478.47","0.05","0.05","1000.0","1.94","0.25","128.66","1.86","7.11","3818.08","1.0","0.67","670.0","20.25"
"176","2008","9","Punjab","Patiala","316.95","1332.51","4204.16","331.95","1530.52","4610.69","5.27","18.58","3525.62","0.05","0.05","1000.0","0.45","0.45","1000.0","4.62","5.97","1292.21","1.0","0.74","740.0","16.87"
"176","2009","9","Punjab","Patiala","321.22","1371.07","4268.32","326.95","1504.63","4602.02","4.27","14.81","3468.38","0.5","0.5","1000.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.68","680.0","15.87"
"176","2010","9","Punjab","Patiala","315.64","1205.23","3818.37","327.95","1575.59","4804.36","4.0","15.0","3750.0","0.05","0.1","2000.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.47","470.0","21.16"
"176","2011","9","Punjab","Patiala","316.22","1242.78","3930.11","328.45","1767.23","5380.51","4.0","18.0","4500.0","0.05","0.05","1000.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.54","540.0","18.05"
"176","2012","9","Punjab","Patiala","314.72","1276.18","4054.97","326.45","1578.3","4834.74","4.77","16.08","3371.07","0.0","0.0","0.0","0.2","0.15","750.0","4.44","7.93","1785.14","1.0","0.54","540.0","15.16"
"176","2013","9","Punjab","Patiala","310.72","1276.77","4109.07","322.18","1595.79","4953.1","6.27","30.08","4797.45","0.0","0.0","0.0","1.5","1.3","866.67","4.47","7.44","1664.88","0.0","0.0","0.0","15.58"
"176","2014","9","Punjab","Patiala","310.72","1238.98","3987.45","322.68","1384.8","4291.56","5.77","23.08","4000.0","0.15","0.15","1000.0","0.85","0.71","835.29","3.96","7.09","1789.3","0.0","0.0","0.0","16.21"
"176","2015","9","Punjab","Patiala","311.72","1263.68","4053.89","323.68","1492.38","4610.66","4.77","19.08","4000.0","0.05","0.06","1300.0","1.8","2.4","1330.56","3.61","6.04","1672.02","1.0","0.18","180.0","17.26"
"177","2006","4","Haryana","Hissar","161.56","603.46","3735.3","747.37","3331.17","4457.18","0.0","0.0","0.0","74.83","60.76","811.98","20.62","8.72","422.73","259.91","344.07","1323.82","445.51","269.81","605.63","13.82"
"177","2007","4","Haryana","Hissar","169.51","634.4","3742.6","803.1","3323.49","4138.32","0.07","0.0","0.0","72.54","36.72","506.23","19.38","7.64","393.94","196.04","218.27","1113.42","412.18","280.38","680.23","15.42"
"177","2008","4","Haryana","Hissar","198.85","698.95","3514.93","795.32","3847.58","4837.76","0.0","0.0","0.0","85.73","87.64","1022.3","15.53","6.45","415.15","205.28","331.05","1612.66","389.96","280.93","720.42","14.44"
"177","2009","4","Haryana","Hissar","199.49","620.24","3109.13","801.39","3293.31","4109.52","0.07","0.0","0.0","60.55","44.82","740.2","15.53","6.42","413.61","205.86","348.98","1695.23","434.99","291.46","670.05","14.48"
"177","2010","4","Haryana","Hissar","208.82","687.24","3291.02","811.29","3968.1","4891.1","0.17","0.0","0.0","77.71","75.86","976.21","0.0","0.0","0.0","225.78","417.59","1849.58","422.08","258.08","611.46","16.3"
"177","2011","4","Haryana","Hissar","205.52","671.66","3268.02","832.89","4305.5","5169.33","0.1","0.0","0.0","55.3","50.82","919.0","0.0","0.0","0.0","228.94","325.91","1423.55","497.92","376.61","756.37","14.62"
"177","2012","4","Haryana","Hissar","207.57","730.4","3518.88","828.41","3756.47","4534.54","0.08","0.0","0.0","29.86","32.59","1091.36","8.14","45.19","5550.84","236.45","389.93","1649.15","474.34","331.33","698.51","16.51"
"177","2013","4","Haryana","Hissar","217.36","773.85","3560.22","818.57","4042.26","4938.2","0.0","0.0","0.0","53.24","44.98","844.85","7.41","3.44","464.29","239.83","383.09","1597.32","440.6","277.5","629.82","18.3"
"177","2014","4","Haryana","Hissar","243.91","822.3","3371.33","879.49","3913.53","4449.77","0.0","0.0","0.0","45.4","29.75","655.29","6.99","3.29","471.18","218.13","320.96","1471.4","492.87","257.88","523.21","19.62"
"177","2015","4","Haryana","Hissar","282.25","930.63","3297.18","843.91","3870.94","4586.91","0.1","0.0","0.0","32.61","20.81","638.15","9.72","4.85","499.33","240.62","384.26","1596.94","443.93","132.11","297.59","21.92"
"180","2006","4","Haryana","Gurgaon","37.8","105.0","2777.78","250.7","884.0","3526.13","0.1","0.0","0.0","0.9","1.0","1111.11","2.47","0.4","161.94","58.3","66.3","1137.22","0.3","0.0","0.0","10.81"
"180","2007","4","Haryana","Gurgaon","40.3","126.0","3126.55","253.1","1046.0","4132.75","0.1","0.0","0.0","0.9","1.0","1111.11","6.97","2.0","286.94","50.9","69.4","1363.46","0.2","0.0","0.0","11.72"
"180","2008","4","Haryana","Gurgaon","46.1","120.0","2603.04","247.2","1103.0","4461.97","0.1","0.2","2000.0","0.8","1.0","1250.0","1.96","0.5","255.1","49.3","85.6","1736.31","0.2","0.0","0.0","10.24"
"180","2009","4","Haryana","Gurgaon","50.7","141.0","2781.07","257.8","1073.0","4162.14","0.0","0.0","0.0","0.7","1.0","1428.57","2.23","1.0","448.43","47.2","73.4","1555.08","0.3","0.0","0.0","11.01"
"180","2010","4","Haryana","Gurgaon","54.0","140.0","2592.59","252.3","1140.0","4518.43","0.0","0.0","0.0","0.4","1.0","2500.0","0.0","0.0","0.0","40.9","72.2","1765.28","0.4","0.0","0.0","11.98"
"180","2011","4","Haryana","Gurgaon","54.8","149.0","2718.98","253.9","1227.0","4832.61","0.0","0.0","0.0","0.4","1.0","2500.0","0.0","0.0","0.0","42.5","79.3","1865.88","0.4","0.0","0.0","9.66"
"180","2012","4","Haryana","Gurgaon","49.23","134.0","2721.92","243.45","1084.0","4452.66","0.04","0.0","0.0","0.3","0.0","0.0","0.76","2.14","2815.79","48.2","82.3","1707.47","1.26","0.68","539.68","10.23"
"180","2013","4","Haryana","Gurgaon","55.0","149.0","2709.09","249.0","1114.0","4473.9","0.0","0.0","0.0","1.0","1.0","1000.0","0.6","0.4","666.67","45.2","69.4","1535.4","1.0","0.68","680.0","11.73"
"180","2014","4","Haryana","Gurgaon","57.0","159.0","2789.47","259.0","851.0","3285.71","0.0","0.0","0.0","0.0","0.0","0.0","2.2","1.6","727.27","34.5","46.5","1347.83","5.0","2.55","510.0","9.95"
"180","2015","4","Haryana","Gurgaon","59.0","138.0","2338.98","257.8","1028.0","3987.59","0.0","0.0","0.0","0.4","1.0","2500.0","2.0","0.2","100.0","36.8","57.7","1567.93","10.4","3.06","294.23","10.51"
"181","2006","4","Haryana","Jind","120.81","333.14","2757.6","244.21","1032.36","4227.41","0.02","0.0","0.0","0.54","1.0","1865.67","0.13","0.15","1180.98","6.28","7.3","1162.1","46.36","23.53","507.68","3.05"
"181","2007","4","Haryana","Jind","122.68","341.34","2782.41","244.56","1031.24","4216.75","0.0","0.0","0.0","0.54","0.0","0.0","0.08","0.04","436.89","5.66","6.3","1112.33","44.73","28.26","631.86","3.12"
"181","2008","4","Haryana","Jind","135.03","320.38","2372.59","246.14","1179.76","4793.01","0.02","0.0","0.0","0.42","0.0","0.0","0.07","0.05","773.64","6.23","9.46","1519.43","45.55","26.38","579.08","2.85"
"181","2009","4","Haryana","Jind","136.79","379.16","2771.76","246.11","1072.96","4359.75","0.0","0.0","0.0","0.22","0.0","0.0","0.09","0.09","978.26","5.33","8.0","1502.07","46.63","24.34","521.92","2.75"
"181","2010","4","Haryana","Jind","142.47","362.48","2544.33","247.77","1132.3","4570.0","0.0","0.0","0.0","0.22","0.0","0.0","0.0","0.0","0.0","5.14","9.36","1819.6","48.07","27.36","569.12","2.46"
"181","2011","4","Haryana","Jind","143.4","379.98","2649.75","247.76","1305.74","5270.22","0.0","0.0","0.0","0.12","0.0","0.0","0.0","0.0","0.0","4.64","7.18","1546.08","64.53","44.48","689.33","2.09"
"181","2012","4","Haryana","Jind","143.25","410.16","2863.19","246.99","1067.08","4320.27","0.0","0.0","0.0","0.09","0.0","0.0","0.14","0.33","2347.08","4.76","8.36","1755.56","68.61","42.92","625.57","2.14"
"181","2013","4","Haryana","Jind","148.44","417.6","2813.26","248.32","1137.84","4582.15","0.0","0.0","0.0","0.0","0.0","0.0","0.14","0.07","500.0","4.34","7.36","1694.29","74.98","40.71","542.92","1.91"
"181","2014","4","Haryana","Jind","151.98","423.6","2787.21","250.5","932.92","3724.23","0.0","0.0","0.0","0.0","0.0","0.0","0.02","0.02","1000.0","3.53","3.18","901.87","77.8","37.39","480.59","2.16"
"181","2015","4","Haryana","Jind","158.14","401.2","2536.96","248.3","1089.46","4387.64","0.0","0.0","0.0","0.0","0.0","0.0","0.02","0.0","0.0","4.13","7.46","1808.05","73.91","13.95","188.8","2.23"
"182","2006","4","Haryana","Mahendragarh / Narnaul","4.64","10.15","2187.5","127.21","507.92","3992.86","0.0","0.0","0.0","27.96","25.24","902.78","2.03","0.81","399.65","201.18","279.73","1390.44","20.62","7.33","355.3","1.8"
"182","2007","4","Haryana","Mahendragarh / Narnaul","4.99","14.21","2848.84","135.58","503.86","3716.27","0.03","0.0","0.0","30.94","14.28","461.57","1.66","0.56","339.04","182.92","225.29","1231.69","13.35","5.66","424.36","1.86"
"182","2008","4","Haryana","Mahendragarh / Narnaul","7.89","17.4","2205.88","126.32","555.38","4396.51","0.0","0.0","0.0","33.26","36.36","1093.24","1.99","0.74","371.64","191.22","349.12","1825.71","10.41","4.28","411.45","1.6"
"182","2009","4","Haryana","Mahendragarh / Narnaul","7.34","17.11","2332.02","128.4","513.09","3996.15","0.03","0.0","0.0","20.24","14.18","700.73","1.85","0.84","454.18","191.04","310.82","1627.03","10.93","4.83","441.4","1.83"
"182","2010","4","Haryana","Mahendragarh / Narnaul","8.53","19.72","2312.93","136.05","630.31","4633.1","0.03","0.0","0.0","30.88","31.14","1008.48","0.0","0.0","0.0","184.56","349.04","1891.23","11.06","6.35","574.3","2.42"
"182","2011","4","Haryana","Mahendragarh / Narnaul","7.95","21.17","2664.23","126.93","586.3","4619.19","0.0","0.0","0.0","21.1","20.18","956.35","0.0","0.0","0.0","204.15","243.22","1191.41","20.14","11.79","585.6","2.12"
"182","2012","4","Haryana","Mahendragarh / Narnaul","6.09","17.69","2903.38","128.83","588.67","4569.24","0.02","0.0","0.0","15.01","18.41","1226.16","0.66","5.28","8016.87","202.67","368.39","1817.72","24.17","13.98","578.12","2.44"
"182","2013","4","Haryana","Mahendragarh / Narnaul","6.38","16.24","2545.45","133.58","628.88","4707.89","0.0","0.0","0.0","26.76","24.02","897.61","0.49","0.26","529.41","190.99","325.31","1703.21","22.27","11.6","521.07","2.07"
"182","2014","4","Haryana","Mahendragarh / Narnaul","7.83","13.92","1777.78","156.01","608.94","3903.21","0.0","0.0","0.0","18.6","11.25","604.84","1.61","0.59","369.47","181.98","275.22","1512.37","36.87","16.9","458.45","2.21"
"182","2015","4","Haryana","Mahendragarh / Narnaul","8.99","20.59","2290.32","147.86","610.68","4130.12","0.0","0.0","0.0","9.09","5.19","570.96","1.38","0.35","251.63","182.38","295.79","1621.83","50.06","17.11","341.7","2.21"
"183","2006","4","Haryana","Ambala","142.4","502.0","3525.28","169.9","647.0","3808.12","12.2","30.0","2459.02","0.6","0.0","0.0","5.44","2.9","533.09","9.3","13.4","1440.86","0.0","0.0","0.0","11.01"
"183","2007","4","Haryana","Ambala","141.6","524.0","3700.57","172.4","647.0","3752.9","12.1","32.0","2644.63","0.5","0.0","0.0","5.36","2.66","496.27","7.7","10.9","1415.58","0.0","0.0","0.0","9.57"
"183","2008","4","Haryana","Ambala","161.5","512.0","3170.28","183.9","693.0","3768.35","10.5","22.8","2171.43","0.9","1.0","1111.11","5.34","2.8","524.34","7.2","12.6","1750.0","0.0","0.0","0.0","10.81"
"183","2009","4","Haryana","Ambala","164.2","596.0","3629.72","188.4","739.0","3922.51","9.4","20.0","2127.66","0.5","0.0","0.0","5.33","3.0","562.85","7.2","12.8","1777.78","0.0","0.0","0.0","10.77"
"183","2010","4","Haryana","Ambala","165.6","556.0","3357.49","186.5","734.0","3935.66","7.9","15.0","1898.73","0.5","0.0","0.0","0.0","0.0","0.0","5.8","11.4","1965.52","0.0","0.0","0.0","11.22"
"183","2011","4","Haryana","Ambala","164.5","615.0","3738.6","187.8","936.0","4984.03","8.5","21.0","2470.59","0.4","0.0","0.0","0.0","0.0","0.0","5.7","7.0","1228.07","0.0","0.0","0.0","9.97"
"183","2012","4","Haryana","Ambala","162.13","645.0","3978.29","189.09","794.0","4199.06","7.64","20.0","2617.8","0.3","0.0","0.0","3.87","24.08","6222.22","6.8","10.3","1514.71","0.0","0.0","0.0","10.09"
"183","2013","4","Haryana","Ambala","158.0","600.0","3797.47","188.0","842.0","4478.72","7.0","21.0","3000.0","0.0","0.0","0.0","3.5","1.9","542.86","6.0","10.8","1800.0","0.0","0.0","0.0","8.59"
"183","2014","4","Haryana","Ambala","163.0","596.0","3656.44","194.0","713.0","3675.26","6.0","12.0","2000.0","0.0","0.0","0.0","2.8","1.6","571.43","8.0","10.1","1262.5","0.0","0.0","0.0","8.03"
"183","2015","4","Haryana","Ambala","167.8","638.0","3802.15","196.2","846.0","4311.93","4.3","14.0","3255.81","0.2","0.0","0.0","2.6","1.3","500.0","8.3","13.1","1578.31","0.0","0.0","0.0","9.48"
"184","2006","4","Haryana","Karnal","469.49","1574.86","3354.39","499.29","2236.64","4479.61","0.58","0.0","0.0","0.66","0.0","0.0","2.67","1.85","691.49","6.52","9.8","1503.37","2.64","1.12","422.1","18.05"
"184","2007","4","Haryana","Karnal","480.02","1678.66","3497.05","506.74","2313.76","4565.95","0.7","2.0","2857.14","0.46","0.0","0.0","1.91","0.96","505.35","7.94","13.3","1675.74","2.07","0.98","471.86","17.93"
"184","2008","4","Haryana","Karnal","496.47","1362.62","2744.64","516.06","2404.24","4658.86","0.78","1.4","1790.28","0.78","0.0","0.0","2.0","2.15","1072.89","8.17","17.44","2133.59","2.15","1.67","778.05","15.32"
"184","2009","4","Haryana","Karnal","496.31","1557.84","3138.87","513.09","2319.04","4519.72","0.4","2.0","5000.0","0.28","0.0","0.0","2.37","2.11","891.05","8.27","15.5","1873.34","2.87","1.67","582.86","16.9"
"184","2010","4","Haryana","Karnal","499.53","1375.52","2753.61","517.23","2353.7","4550.57","0.3","0.0","0.0","0.28","0.0","0.0","0.0","0.0","0.0","6.86","13.94","2033.26","3.53","1.64","465.12","17.76"
"184","2011","4","Haryana","Karnal","492.5","1539.02","3124.93","512.54","2840.26","5541.52","1.0","3.0","3000.0","0.28","0.0","0.0","0.0","0.0","0.0","6.76","7.62","1127.89","6.97","5.16","740.0","19.56"
"184","2012","4","Haryana","Karnal","489.8","1678.84","3427.62","512.65","2389.92","4661.93","0.57","0.0","0.0","0.29","0.0","0.0","2.21","11.09","5019.46","8.24","9.54","1158.05","8.4","6.55","779.7","18.32"
"184","2013","4","Haryana","Karnal","484.56","1677.4","3461.7","512.68","2499.16","4874.7","0.0","0.0","0.0","0.0","0.0","0.0","2.06","2.58","1250.97","8.16","18.94","2322.22","9.02","6.55","726.36","18.56"
"184","2014","4","Haryana","Karnal","489.02","1575.4","3221.55","514.5","2074.08","4031.25","1.0","2.0","2000.0","0.0","0.0","0.0","1.78","0.68","382.72","8.67","30.82","3553.15","8.2","4.6","561.0","18.29"
"184","2015","4","Haryana","Karnal","488.46","1543.8","3160.56","514.4","2394.54","4655.03","1.3","3.0","2307.69","0.1","0.0","0.0","2.38","0.8","335.85","9.57","24.14","2521.41","8.79","2.07","235.03","23.39"
"186","2006","4","Haryana","Rohtak","105.3","246.39","2339.8","338.42","1419.91","4195.69","0.5","0.0","0.0","2.21","2.0","903.75","2.37","0.2","84.56","74.71","100.59","1346.52","12.28","5.06","412.36","11.64"
"186","2007","4","Haryana","Rohtak","113.4","287.39","2534.21","345.22","1366.65","3958.81","0.8","3.0","3750.0","1.43","2.0","1402.52","0.63","0.2","316.16","60.15","73.73","1225.9","9.97","4.66","467.08","12.31"
"186","2008","4","Haryana","Rohtak","165.36","267.65","1618.59","346.45","1577.04","4551.95","0.4","0.8","2000.0","1.71","2.0","1167.54","0.16","0.12","769.23","60.19","106.23","1764.82","7.83","4.16","531.83","9.43"
"186","2009","4","Haryana","Rohtak","151.57","316.65","2089.09","352.52","1477.6","4191.56","2.3","4.0","1739.13","1.61","2.0","1239.93","0.3","0.24","807.71","58.1","92.5","1591.96","9.38","3.76","401.16","10.45"
"186","2010","4","Haryana","Rohtak","164.35","324.04","1971.63","352.86","1619.59","4589.83","1.2","4.0","3333.33","1.51","2.0","1321.88","0.0","0.0","0.0","51.96","91.36","1758.2","8.16","2.24","273.89","10.76"
"186","2011","4","Haryana","Rohtak","165.43","381.17","2304.13","369.48","1918.2","5191.63","1.4","6.0","4285.71","1.3","1.0","769.23","0.0","0.0","0.0","53.11","84.57","1592.25","11.84","7.52","635.33","11.06"
"186","2012","4","Haryana","Rohtak","148.18","324.91","2192.65","347.5","1436.86","4134.8","1.53","6.0","3921.57","1.2","2.0","1661.27","4.19","48.58","11594.27","60.49","61.18","1011.37","15.85","8.8","555.27","9.97"
"186","2013","4","Haryana","Rohtak","174.26","406.91","2335.07","348.85","1535.86","4402.64","1.0","3.0","3000.0","2.0","2.0","1000.0","0.0","0.0","0.0","53.97","84.2","1560.15","19.13","7.55","394.47","4.6"
"186","2014","4","Haryana","Rohtak","164.26","398.78","2427.74","374.5","1363.53","3640.93","2.0","4.0","2000.0","0.0","0.0","0.0","0.8","3.81","4742.54","40.59","52.72","1298.92","26.26","10.31","392.63","9.22"
"186","2015","4","Haryana","Rohtak","188.46","471.78","2503.34","367.13","1511.38","4116.74","0.4","1.0","2500.0","0.6","0.0","0.0","2.2","0.0","0.0","44.99","69.35","1541.21","28.11","10.81","384.46","10.48"
"189","2006","12","Uttar Pradesh","Saharanpur","59.67","128.35","2151.0","151.03","421.81","2792.89","9.78","14.63","1495.91","0.02","0.02","1000.0","7.02","3.85","548.43","5.14","4.56","887.16","0.05","0.01","200.0","43.93"
"189","2007","12","Uttar Pradesh","Saharanpur","57.18","129.64","2267.23","152.1","426.7","2805.39","9.07","11.46","1263.51","0.02","0.02","1000.0","6.23","3.16","507.22","6.42","4.68","728.97","0.02","0.0","0.0","41.6"
"189","2008","12","Uttar Pradesh","Saharanpur","66.74","148.24","2221.16","159.58","464.48","2910.64","9.62","13.87","1441.79","0.03","0.02","666.67","6.87","3.61","525.47","6.33","6.46","1020.54","0.02","0.0","0.0","43.92"
"189","2009","12","Uttar Pradesh","Saharanpur","77.86","175.38","2252.5","161.46","474.8","2940.67","8.76","9.54","1089.04","0.04","0.02","500.0","6.25","4.11","657.6","7.36","7.66","1040.76","0.02","0.0","0.0","43.88"
"189","2010","12","Uttar Pradesh","Saharanpur","73.61","150.25","2041.16","157.99","454.26","2875.25","8.72","11.99","1375.0","0.01","0.01","1000.0","5.26","2.68","509.51","4.83","5.74","1188.41","0.01","0.0","0.0","43.25"
"189","2011","12","Uttar Pradesh","Saharanpur","73.32","162.98","2222.86","156.17","514.9","3297.05","8.57","12.17","1420.07","0.01","0.01","1000.0","5.16","2.99","579.46","4.77","5.63","1180.29","0.0","0.0","0.0","9.46"
"189","2012","12","Uttar Pradesh","Saharanpur","67.62","172.1","2545.1","153.33","498.57","3251.61","8.56","11.61","1356.31","0.03","0.02","666.67","4.55","3.19","701.1","4.5","4.79","1064.44","0.01","0.0","0.0","42.74"
"189","2013","12","Uttar Pradesh","Saharanpur","69.58","164.6","2365.62","153.12","497.07","3246.28","7.78","9.64","1239.07","0.01","0.0","0.0","3.04","2.13","700.66","4.82","4.79","993.78","0.0","0.0","0.0","9.6"
"189","2014","12","Uttar Pradesh","Saharanpur","75.58","184.64","2442.97","163.14","335.75","2058.05","7.99","11.3","1414.27","0.01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.01","0.0","0.0","41.19"
"189","2015","12","Uttar Pradesh","Saharanpur","86.82","196.19","2259.73","158.87","513.21","3230.38","7.78","12.68","1629.82","0.01","0.0","0.0","5.31","4.0","753.63","2.26","2.12","938.05","0.01","0.0","0.0","8.53"
"190","2006","12","Uttar Pradesh","Muzaffarnagar","23.48","52.49","2235.52","121.35","392.85","3237.33","0.22","0.31","1409.09","0.05","0.04","800.0","3.96","2.1","530.3","2.83","2.91","1028.27","0.06","0.01","166.67","14.97"
"190","2007","12","Uttar Pradesh","Muzaffarnagar","21.03","52.37","2490.25","120.0","395.3","3294.17","0.13","0.16","1230.77","0.05","0.03","600.0","3.99","2.36","591.48","2.64","3.05","1155.3","0.05","0.01","200.0","14.5"
"190","2008","12","Uttar Pradesh","Muzaffarnagar","29.66","70.26","2368.85","129.64","425.09","3279.0","0.13","0.18","1384.62","0.04","0.04","1000.0","3.59","2.06","573.82","3.14","3.55","1130.57","0.05","0.01","200.0","15.04"
"190","2009","12","Uttar Pradesh","Muzaffarnagar","37.16","96.76","2603.88","138.57","476.81","3440.93","0.16","0.17","1062.5","0.04","0.03","750.0","3.82","2.14","560.21","3.65","4.04","1106.85","0.23","0.04","173.91","16.27"
"190","2010","12","Uttar Pradesh","Muzaffarnagar","36.0","80.52","2236.67","135.98","459.17","3376.75","0.13","0.18","1384.62","0.03","0.02","666.67","3.51","2.14","609.69","3.6","4.28","1188.89","0.07","0.02","285.71","15.46"
"190","2011","12","Uttar Pradesh","Muzaffarnagar","35.44","83.2","2347.63","134.63","529.33","3931.74","0.16","0.22","1375.0","0.03","0.03","1000.0","3.28","2.07","631.1","3.9","3.95","1012.82","0.06","0.02","333.33","0.0"
